src_ip,dst_ip,ran_ngap_ue_id,label,timestamp_seq,direc_seq,procedurecode_seq,ngap_type_seq,nas_sec_seq,nas_type_seq,cell_id_seq,tac_seq,time_seq,seq_no,ue_status,establish_cause,nRencryption,nRintegrityProtection,eUTRAencryption,eUTRAintegrityProtection,mmfor,reg_type,tsc,nas_key_set_id,mcc,mnc,supi_fmt,type_id,nssaa_perf,sms_all,reg_result,mpsi,iwk_n26,emf,emc,vops_n3gpp,vops_3gpp,up_ciot,iphc_cp_ciot,n3_data,cp_ciot,restrictec,mcsi,emcn3,mm_cause,switch_off,re_reg_req,acc_type,serv_type,abba,cipher_alg,integrity_alg,max_data_rate_ul,max_data_rate_dl,sel_sc_mode,pdu_session_type,sm_cause,cause_nas,timezone
172.30.209.210,192.168.71.132,0,1,"[0.0, 0.006327390670776367, 0.03465676307678223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[15, 4, 46, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[15, 4, 46, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 21, 27, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[917504, 917504, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,3,-1,-1,-1,-1,1,1,0,1,208,99,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.015508890151977539, 0.017239093780517578, 0.028955936431884766, 0.03217911720275879, 0.0403139591217041, 0.04128599166870117, 0.04140806198120117, 0.04298806190490723, 3.037977933883667, 3.0529329776763916, 3.0579030513763428, 6.06281590461731, 6.077368974685669]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[15, 4, 46, 4, 46, 14, 14, 44, 46, 46, 29, 29, 46, 29]","[15, 4, 46, 4, 46, 82, 83, 44, 46, 46, 84, 85, 46, 84]","[0, 0, 0, 3, 0, 4, 0, 0, 2, 0, 2, 0, 2, 0]","[0, 21, 22, 28, 29, 0, 1, 2, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 2, 2, 3, 3, -1, -1, -1, -1, -1, -1]",1,3,57344,57344,57344,57344,1,0,0,3,208,95,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,2,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 3.0020639896392822, 3.0170540809631348, 3.0187630653381348, 6.023058176040649, 6.038459062576294, 6.04037618637085, 9.043804168701172, 9.073002099990845, 9.074591159820557, 12.07054615020752, 12.088849067687988, 12.09292197227478, 15.089800119400024]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46]","[85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 5, 5, 6, 6, 7, 7, 8, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, 0.0043599605560302734, 3.0097150802612305, 3.0234029293060303, 3.0276451110839844, 6.0215349197387695, 6.044995069503784, 6.0473949909210205, 9.04027509689331, 9.052603960037231, 9.054240942001343, 12.057425022125244, 12.069762945175171, 12.071728944778442]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 9, 9, 10, 10, 11, 11, 12, 12, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.013041019439697266, 0.014575958251953125, 3.0171921253204346, 3.0294361114501953, 3.0309600830078125, 6.026221036911011, 6.037898063659668, 6.039582014083862, 9.04346513748169, 9.05947494506836, 9.063610076904297, 12.067441940307617, 12.079875946044922]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 13, 14, 14, 15, 15, 16, 16, 17, 17, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 2.993222951889038, 3.0062668323516846, 3.0083608627319336, 6.0118138790130615, 6.024718999862671, 6.026473045349121, 9.028759002685547, 9.041509866714478, 9.043294906616211, 12.047505855560303, 12.060647964477539, 12.065270900726318, 15.068179845809937]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46]","[85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 18, 19, 19, 20, 20, 21, 21, 22, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, 0.0018808841705322266, 3.003199815750122, 3.0157759189605713, 3.017524003982544, 6.020633935928345, 6.03736686706543, 6.0390520095825195, 9.032006978988647, 9.046983003616333, 9.048540830612183, 12.042394876480103, 12.05887484550476, 12.061231851577759]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 23, 23, 24, 24, 25, 25, 26, 26, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 0.012880086898803711, 0.014578104019165039, 3.0076851844787598, 3.021389961242676, 3.0230729579925537, 6.026060104370117, 6.03883695602417, 6.040618181228638, 9.045452117919922, 9.059364080429077, 9.061002969741821, 12.06558108329773, 12.081359148025513]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29]","[46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 28, 28, 29, 29, 30, 30, 31, 31, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.10,192.168.3.11,2,1,"[0.0, 3.0041110515594482, 3.0179250240325928, 3.021890878677368, 6.02931809425354, 6.0428478717803955, 6.047183036804199, 9.051620960235596, 9.064812898635864, 9.066776037216187, 12.07119607925415, 12.095000982284546, 12.09677791595459, 15.101453065872192]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46]","[85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128]","[3, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 33, 33, 34, 34, 35, 35, 36, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
192.168.3.11,192.168.3.10,2,1,"[0.0, 0.00479888916015625, 2.9980568885803223, 3.0120909214019775, 3.013638973236084, 6.008014917373657, 6.022287845611572, 6.024057865142822, 9.017741918563843, 9.032104969024658, 9.03365683555603, 12.028489828109741, 12.054358959197998, 12.058328866958618]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29, 46, 29, 29]","[84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85, 46, 84, 85]","[2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0]","[39, 129, 38, 128, 39, 129, 38, 128, 39, 129, 38, 128, 39, 129]","[3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[264544, 264544, 264544, 264544, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 37, 37, 38, 38, 39, 39, 40, 40, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
